data.source	file.snps	sample.id	ref.genome	data.type	out.folder	is.tumor
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A0WA-10_DNA_normal/TCGA-BH-A0WA-10A-01D-A117-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.snps	TCGA-BH-A0WA-10_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18F-01_DNA_tumor/TCGA-BH-A18F-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18F-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18F-01_RNA_tumor/73e21b82-9b3e-4a2c-b141-c03ffac0ecdf_gdc_realn_rehead.snps	TCGA-BH-A18F-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18F-11_DNA_normal/TCGA-BH-A18F-11A-22D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18F-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18G-01_DNA_tumor/TCGA-BH-A18G-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18G-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18G-10_DNA_normal/TCGA-BH-A18G-10A-01D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18G-10_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18H-01_DNA_tumor/TCGA-BH-A18H-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18H-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18H-01_RNA_tumor/f3b045fa-2aaf-45fd-84b4-359e60c31087_gdc_realn_rehead.snps	TCGA-BH-A18H-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18H-10_DNA_normal/TCGA-BH-A18H-10A-01D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18H-10_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18I-01_DNA_tumor/TCGA-BH-A18I-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18I-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18I-01_RNA_tumor/7df44c8a-9515-43b1-aaf4-68248df96381_gdc_realn_rehead.snps	TCGA-BH-A18I-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18I-10_DNA_normal/TCGA-BH-A18I-10A-01D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18I-10_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18J-01_DNA_tumor/TCGA-BH-A18J-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18J-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18J-11_DNA_normal/TCGA-BH-A18J-11A-31D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18J-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18J-11_RNA_normal/24ccf9d7-8419-4964-a03b-949c6f2b631a_gdc_realn_rehead.snps	TCGA-BH-A18J-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18K-01_DNA_tumor/TCGA-BH-A18K-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18K-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18K-01_RNA_tumor/f28818c5-8e2f-4c9e-a358-15d17b8854db_gdc_realn_rehead.snps	TCGA-BH-A18K-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18K-11_DNA_normal/TCGA-BH-A18K-11A-13D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18K-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18K-11_RNA_normal/0397eb38-3a40-45f0-8d8d-bfd3e884399c_gdc_realn_rehead.snps	TCGA-BH-A18K-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18L-01_DNA_tumor/TCGA-BH-A18L-01A-32D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18L-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18L-01_RNA_tumor/0ca0909d-1c71-4d91-a0e9-8891b66250cd_gdc_realn_rehead.snps	TCGA-BH-A18L-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18L-11_DNA_normal/TCGA-BH-A18L-11A-42D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18L-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18L-11_RNA_normal/b03fa201-cc34-4152-857c-600214441b2d_gdc_realn_rehead.snps	TCGA-BH-A18L-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18M-01_DNA_tumor/TCGA-BH-A18M-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18M-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18M-01_RNA_tumor/d13de699-8231-4435-96bb-f455e9295595_gdc_realn_rehead.snps	TCGA-BH-A18M-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18M-11_DNA_normal/TCGA-BH-A18M-11A-33D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18M-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18M-11_RNA_normal/cb8aaa77-4815-49bc-b557-a97482aaf091_gdc_realn_rehead.snps	TCGA-BH-A18M-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18N-01_DNA_tumor/TCGA-BH-A18N-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18N-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18N-11_DNA_normal/TCGA-BH-A18N-11A-43D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18N-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18N-11_RNA_normal/1e955781-abdf-4592-9e1d-f15f3688e5a0_gdc_realn_rehead.snps	TCGA-BH-A18N-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18P-01_DNA_tumor/TCGA-BH-A18P-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18P-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18P-01_RNA_tumor/b43628ba-1aee-4348-a010-bc4e5fea6da7_gdc_realn_rehead.snps	TCGA-BH-A18P-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18P-11_DNA_normal/TCGA-BH-A18P-11A-43D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18P-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18P-11_RNA_normal/a0e7fe71-38a3-4f37-bdcd-1d026644e9f1_gdc_realn_rehead.snps	TCGA-BH-A18P-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18Q-01_DNA_tumor/TCGA-BH-A18Q-01A-12D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18Q-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18Q-01_RNA_tumor/173418c6-31ef-4932-a321-90ebd4514b45_gdc_realn_rehead.snps	TCGA-BH-A18Q-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18Q-11_DNA_normal/TCGA-BH-A18Q-11A-34D-A12B-09_IlluminaGA-DNASeq_exome_2_gdc_realn.snps	TCGA-BH-A18Q-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18Q-11_RNA_normal/cdf62af5-4b1a-4f5b-a983-d1bc19c8aac7_gdc_realn_rehead.snps	TCGA-BH-A18Q-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18R-01_DNA_tumor/TCGA-BH-A18R-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18R-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18R-11_DNA_normal/TCGA-BH-A18R-11A-42D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18R-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18R-11_RNA_normal/f4e4ad5e-d59d-4bbe-8b58-50ba17253fd8_gdc_realn_rehead.snps	TCGA-BH-A18R-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18S-01_DNA_tumor/TCGA-BH-A18S-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18S-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18S-11_DNA_normal/TCGA-BH-A18S-11A-43D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18S-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18S-11_RNA_normal/440689f7-105f-4360-bb86-d41737cefa9d_gdc_realn_rehead.snps	TCGA-BH-A18S-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18T-01_DNA_tumor/TCGA-BH-A18T-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18T-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18T-01_RNA_tumor/3d47653b-d386-4129-a817-bb6f4dd695ac_gdc_realn_rehead.snps	TCGA-BH-A18T-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18T-11_DNA_normal/TCGA-BH-A18T-11A-42D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18T-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18U-01_DNA_tumor/TCGA-BH-A18U-01A-21D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18U-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18U-01_RNA_tumor/30fe4005-f4f2-41ce-bb1a-4830f3959ab7_gdc_realn_rehead.snps	TCGA-BH-A18U-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18U-11_DNA_normal/TCGA-BH-A18U-11A-23D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18U-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18U-11_RNA_normal/67be8a3f-934c-4dc9-a9cc-5736cdc9197a_gdc_realn_rehead.snps	TCGA-BH-A18U-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18V-01_DNA_tumor/TCGA-BH-A18V-01A-11D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18V-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18V-01_RNA_tumor/6c22b3d5-a203-43e6-8563-f78f1eba1d28_gdc_realn_rehead.snps	TCGA-BH-A18V-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18V-11_DNA_normal/TCGA-BH-A18V-11A-52D-A12B-09_IlluminaGA-DNASeq_exome_gdc_realn.snps	TCGA-BH-A18V-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A18V-11_RNA_normal/1d943735-eb8a-4de3-8ecb-ab67b589c8f7_gdc_realn_rehead.snps	TCGA-BH-A18V-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EN-01_DNA_tumor/74b533a759b5d220b4c986fffdc677b0_gdc_realn.snps	TCGA-BH-A1EN-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EN-01_RNA_tumor/4d60fba6-9db8-4c73-9e3d-7046757083ff_gdc_realn_rehead.snps	TCGA-BH-A1EN-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EN-11_DNA_normal/b8edf47d190ba7760452d0cab291068f_gdc_realn.snps	TCGA-BH-A1EN-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EN-11_RNA_normal/ed8bfdac-0f7a-4b52-bbcf-6acce2779099_gdc_realn_rehead.snps	TCGA-BH-A1EN-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EO-01_DNA_tumor/TCGA-BH-A1EO-01A-11D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1EO-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EO-01_RNA_tumor/1a82b649-5c23-409b-a971-3484fae41856_gdc_realn_rehead.snps	TCGA-BH-A1EO-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EO-11_DNA_normal/TCGA-BH-A1EO-11A-31D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1EO-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EO-11_RNA_normal/6b71ee96-b0b1-49ac-b0c1-7d532dfd2703_gdc_realn_rehead.snps	TCGA-BH-A1EO-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1ES-01_DNA_tumor/TCGA-BH-A1ES-01A-11D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1ES-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1ES-11_DNA_normal/TCGA-BH-A1ES-11A-33D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1ES-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1ET-01_DNA_tumor/TCGA-BH-A1ET-01A-11D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1ET-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1ET-01_RNA_tumor/1505edc7-ee90-447e-a820-b7e96d3e03d2_gdc_realn_rehead.snps	TCGA-BH-A1ET-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1ET-11_DNA_normal/a30a0c761f8b27017c658494bc9a35b3_gdc_realn.snps	TCGA-BH-A1ET-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1ET-11_RNA_normal/350812cf-0aaf-4d7d-b5fe-decb2a8962a5_gdc_realn_rehead.snps	TCGA-BH-A1ET-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EU-01_DNA_tumor/281306838df7fe313563d3aecbfbafb9_gdc_realn.snps	TCGA-BH-A1EU-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EU-01_RNA_tumor/6d92f084-f148-4863-aac3-1b75c46a1a0f_gdc_realn_rehead.snps	TCGA-BH-A1EU-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EU-11_DNA_normal/TCGA-BH-A1EU-11A-23D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1EU-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EU-11_RNA_normal/caa76ec4-022c-44b9-b3e3-49596f77aebc_gdc_realn_rehead.snps	TCGA-BH-A1EU-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EV-01_DNA_tumor/TCGA-BH-A1EV-01A-11D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1EV-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EV-11_DNA_normal/TCGA-BH-A1EV-11A-24D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1EV-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EV-11_RNA_normal/3dea3994-5643-4a9c-a7ed-1a194c5d9ade_gdc_realn_rehead.snps	TCGA-BH-A1EV-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EW-01_DNA_tumor/TCGA-BH-A1EW-01A-11D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1EW-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EW-01_RNA_tumor/bca54fee-972b-4e17-b4f8-e5fb6f5f19ef_gdc_realn_rehead.snps	TCGA-BH-A1EW-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EW-11_DNA_normal/TCGA-BH-A1EW-11B-33D-A135-09_IlluminaGA-DNASeq_exome_1_gdc_realn.snps	TCGA-BH-A1EW-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EW-11_RNA_normal/f53a9956-43d9-4a3f-b6f0-92053b7fa2ff_gdc_realn_rehead.snps	TCGA-BH-A1EW-11_RNA_normal	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	0
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EX-01_DNA_tumor/b23157be2e159da35ba44d6706a10a6d_gdc_realn.snps	TCGA-BH-A1EX-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
TCGA-BRCA	/BCGLAB/2020_signatures/pileup/TCGA-BRCA/TCGA-BH-A1EX-01_RNA_tumor/0053f655-68fa-4c41-86de-635ed829ec63_gdc_realn_rehead.snps	TCGA-BH-A1EX-01_RNA_tumor	GRCh38	RNA	/BCGLAB/2020_signatures/input_data/TCGA-BRCA	1
